uid	taxid	organism	superkingdom	ph	temperature	ec	synthesized	substrate_available	total_soluble	total_active	batch	glycolate	lactate	2-hydroxyglutarate	2-hydroxyoctanoate	2-hydroxystearate	mandelate	in_brenda	in_swissprot	pfam	max_database_sim	max_active_sim	max_all_sim
D5BRS1	488538.0	Candidatus puniceispirillum	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.1	21.6	21.6
G9A160	1117943.0	Sinorhizobium fredii	Bacteria	7.0	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.7	23.9	23.9
Q8YB39	224914.0	Brucella melitensis	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.4	19.5	19.5
D6U4K8	485913.0	Ktedonobacter racemifer	Bacteria	NA	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	47.8	37.5	47.8
Q145G8	266265.0	Paraburkholderia xenovorans	Bacteria	NA	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.4	27.1	27.1
G0EVT6	1042878.0	Cupriavidus necator	Bacteria	6.89	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.9	19.9	19.9
A0A0J4XWM8	573.0	Klebsiella pneumoniae	Bacteria	7.07	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.4	88.6	88.6
A0A0B6WZJ3	454194.0	Pyrinomonas methylaliphatogenes	Bacteria	NA	60.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.1	35.9	35.9
I0HKK8	983917.0	Rubrivivax gelatinosus	Bacteria	6.8	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	26.8	26.8
A0A0H6AY92	666.0	Vibrio cholerae	Bacteria	NA	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	47.5	47.5
S6BW26	1248727.0	Endosymbiont of	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.0	32.9	32.9
S6BS41	1248727.0	Endosymbiont of	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.3	30.1	30.1
A0A0S2WBW9	108619.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.2	97.6	97.6
D8NPG8	859656.0	Ralstonia solanacearum	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	19.6	21.2	21.2
U4QLZ7	1226335.0	Lactobacillus helveticus	Bacteria	6.35	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	13.7	11.0	13.7
A0A0M2HQX0	273678.0	Microbacterium hydrocarbonoxydans	Bacteria	7.1	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.0	45.5	45.5
A0A061CL74	1182590.0	Pseudomonas pseudoalcaligenes	Bacteria	7.03	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.8	21.1	21.1
A0A0W0YSA4	28087.0	Legionella sainthelensi	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	33.2	41.5	41.5
G7Q5T8	694327.0	Desulfovibrio sp.	Bacteria	7.25	33.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	28.7	29.4	29.4
C2KX57	585501.0	Oribacterium sinus	Bacteria	6.95	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	24.3	23.1	24.3
A0A0J1LNA4	1686380.0	Citrobacter sp.	Bacteria	7.14	33.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	92.7	92.7
A0A0N1VME3	90105.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	97.9	97.9
Q1IWN3	319795.0	Deinococcus geothermalis	Bacteria	7.2	45.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	44.9	38.2	44.9
A2SM03	420662.0	Methylibium petroleiphilum	Bacteria	NA	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.2	20.7	20.7
Q7U599	84588.0	Synechococcus sp.	Bacteria	NA	21.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	30.2	30.2
G4C4W8	1299258.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	97.6	97.6
J7R7X0	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.4	94.6	94.6
B7PI58	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	19.9	11.6	19.9
B7PRG6	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	33.7	25.3	33.7
G0AHZ1	1005048.0	Collimonas fungivorans	Bacteria	6.5	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.9	19.9	19.9
I0GRL8	927704.0	Selenomonas ruminantium	Bacteria	6.95	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.6	47.3	47.3
Q5P1Z4	76114.0	Aromatoleum aromaticum	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.5	28.1	28.1
S0G7W3	1286635.0	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.9	30.7	30.7
A0A0A1ZY49	167544.0	Prochlorococcus marinus	Bacteria	NA	20.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.9	29.0	29.0
L7E3G5	1134457.0	Microcystis aeruginosa	Bacteria	NA	19.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	30.4	30.4
K3LFB6	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.3	99.3
A0A0K2XRH9	35817.0	Helicobacter heilmannii	Bacteria	NA	37.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.1	32.4	32.4
W7X618	1437444.0	Hydrogenophaga sp.	Bacteria	NA	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.4	17.8	17.8
A0A0H3FPE5	1028307.0	Klebsiella aerogenes	Bacteria	7.06	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	88.4	88.4
A1T4N1	350058.0	Mycolicibacterium vanbaalenii	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	35.4	35.0	35.4
K6XRR8	1125747.0	Paraglaciecola agarilytica	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	39.2	40.4	40.4
C1D5R9	557598.0	Laribacter hongkongensis	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183	10.4	11.1	11.1
A0A0R3JS23	908809.0	Caloramator mitchellensis	Bacteria	7.2	50.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	17.1	22.9	22.9
I4HK74	1160285.0	Microcystis aeruginosa	Bacteria	NA	19.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	30.2	30.2
A0A0U5BDM6	1500254.0	Aneurinibacillus soli	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.6	54.1	54.1
W6W585	1144310.0	Rhizobium sp.	Bacteria	6.98	27.0	1.1.3.15	Yes	Yes	Yes	Yes	first	No	No	No	Yes	Yes	Yes	No	No	PF01070	29.3	100.0	100.0
H0T8W2	551936.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.4	95.8	95.8
B1HZY7	444177.0	Lysinibacillus sphaericus	Bacteria	7.02	33.0	1.1.3.15	Yes	Yes	Yes	Yes	first	No	Yes	Yes	Yes	Yes	Yes	No	No	PF01070	38.2	100.0	100.0
S1HZF2	1182703.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	99.3	99.3
A0A0H6KPG7	666.0	Vibrio cholerae	Bacteria	NA	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		13.4	19.0	19.0
A0A0H5ZIS5	666.0	Vibrio cholerae	Bacteria	NA	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.2	29.6	29.6
F6ETN5	690566.0	Sphingobium chlorophenolicum	Bacteria	7.09	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	38.1	40.0	40.0
A0A073TAK2	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.0	82.5	82.5
A8EVV7	367737.0	Arcobacter butzleri	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	32.8	32.8
F8JIM5	717785.0	Hyphomicrobium sp.	Bacteria	7.08	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.8	28.4	28.4
A0A0F6XA07	1324932.0	Pseudomonas syringae	Bacteria	7.12	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.3	28.7	28.7
W6RD42	348824.0	Rhizobium favelukesii	Bacteria	NA	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.6	27.7	27.7
A4FHK5	405948.0	Saccharopolyspora erythraea	Bacteria	7.2	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.2	36.2	36.2
Q8XW08	267608.0	Ralstonia solanacearum	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.8	22.1	22.1
E9YT76	656420.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.6	99.1	99.1
F0EWJ6	888741.0	Kingella denitrificans	Bacteria	NA	33.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183	10.1	10.8	10.8
D8NYS4	859657.0	Ralstonia solanacearum	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.5	22.0	22.0
Q0KC24	381666.0	Cupriavidus necator	Bacteria	6.89	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.1	40.1	40.1
A0A085H7G5	911008.0	Leclercia adecarboxylata	Bacteria	7.0	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.6	87.0	87.0
A1Z8D3	7227.0	Drosophila melanogaster	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	51.5	37.6	51.5
A0A0T6AJI7	1640509.0	Candidatus rokubacteria	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.5	29.5	29.5
D5RHM8	525371.0	Roseomonas cervicalis	Bacteria	NA	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.2	29.1	29.1
V2K9S1	28901.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.2	91.0	91.0
V4Y1L5	1408164.0	Betaproteobacteria bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.0	46.5	46.5
W1ELX2	1432554.0	Klebsiella pneumoniae	Bacteria	7.07	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.2	56.6	56.6
B7QY06	439497.0	Ruegeria sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.0	27.6	27.6
A0A0K5MIV8	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	98.8	98.8
K0MXH5	1215914.0	Lactobacillus casei	Bacteria	6.35	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	58.8	47.8	58.8
Q2KC17	347834.0	Rhizobium etli	Bacteria	7.0	29.0	1.1.3.15	Yes	Yes	No	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	28.7	28.7
A0A084ZKT7	1005994.0	Trabulsiella guamensis	Bacteria	7.3	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.9	80.8	80.8
A0A024KJM9	1380412.0	Devosia sp.	Bacteria	NA	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.4	44.5	44.5
A0A0P1JZV7	483687.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	98.1	98.1
A0A0A8UQ43	449.0	Legionella hackeliae	Bacteria	6.9	37.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.1	29.9	34.1
A0A0U5P358	1776047.0	Clostridium sp.	Bacteria	7.0	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	16.6	24.6	24.6
A1UBM5	189918.0	Mycobacterium sp.	Bacteria	7.12	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.8	32.8	34.8
A0A0W0SNN1	1212489.0	Legionella drozanskii	Bacteria	6.9	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	35.0	43.6	43.6
I9W3U5	795666.0	Ralstonia sp.	Bacteria	7.12	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.7	28.2	28.2
S6BD85	1248727.0	Endosymbiont of	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.2	28.7	28.7
A0A090RR21	990268.0	Vibrio maritimus	Bacteria	7.6	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.8	17.4	17.4
G8SIT6	134676.0	Actinoplanes sp.	Bacteria	7.13	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.6	35.3	35.3
W6SAL0	348824.0	Rhizobium favelukesii	Bacteria	NA	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.1	48.0	48.0
A0A0J7JD82	1658765.0	Marinobacter subterrani	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	18.1	16.2	18.1
A0A0A1FVZ7	1766.0	Mycolicibacterium fortuitum	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.4	34.0	34.0
A0A081G1I2	1232683.0	Marinobacterium sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.1	67.6	67.6
A0A0G3UZA1	1650658.0	Actinobacteria bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.3	33.8	33.8
N1MAD6	1301088.0	Rhodococcus sp.	Bacteria	7.23	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.0	41.2	41.2
A5GMT1	32051.0	Synechococcus sp.	Bacteria	NA	21.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	30.4	30.4
F6AVX6	742013.0	Delftia sp.	Bacteria	7.15	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	40.7	48.0	48.0
F4LXJ9	1209989.0	Tepidanaerobacter acetatoxydans	Bacteria	7.03	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	28.6	30.0	30.0
A0A0J1LTH4	1686381.0	Citrobacter sp.	Bacteria	7.14	33.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.5	91.7	91.7
M8THU9	1444140.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	98.6	98.6
A0A0P0RIU5	1323664.0	Paraburkholderia caribensis	Bacteria	NA	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.6	28.3	28.3
W8XS66	1463165.0	Klebsiella quasipneumoniae	Bacteria	7.0	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.4	89.3	89.3
B3PR96	491916.0	Rhizobium etli	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	19.1	23.7	23.7
S0FGL6	1195236.0	Ruminiclostridium cellobioparum	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.1	49.1	49.1
B6R8D7	439495.0	Pseudovibrio sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.0	28.6	28.6
A0A064D539	1439319.0	Citrobacter sp.	Bacteria	7.14	33.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	91.2	91.2
A0A0B0H8K0	2340.0	Solemya velum	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	15.7	15.3	15.7
F4SNC3	656414.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.5	93.9	93.9
Q82SS0	228410.0	Nitrosomonas europaea	Bacteria	NA	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	16.2	18.1	18.1
A0A0W0UHE4	455.0	Legionella jamestowniensis	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	33.8	30.3	33.8
A4T1S5	350054.0	Mycolicibacterium gilvum	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.7	35.3	35.3
C0QK91	177437.0	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	19.1	30.8	30.8
R9TT95	1648923.0	Bacillus paralicheniformis	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.2	35.5	35.5
G6FBF9	1042402.0	Lactococcus lactis	Bacteria	7.04	31.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF02754	16.2	14.3	16.2
B2J901	63737.0	Nostoc punctiforme	Bacteria	NA	20.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	49.9	41.7	49.9
A0A063Y722	267850.0	Nitrincola lacisaponensis	Bacteria	9.0	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.2	66.1	66.1
A0A077NTT0	1398200.0	Xenorhabdus bovienii	Bacteria	7.25	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.6	76.0	76.0
R0EVG9	59201.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	Yes	Yes	Yes	Yes	second	No	No	Yes	No	No	No	No	No	PF01266	17.2	100.0	100.0
A0A0E1SA20	425067.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	20.4	20.3	20.4
W6KG59	1288970.0	Magnetospira sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	30.3	30.3
A3RTD6	342110.0	Ralstonia solanacearum	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.3	25.6	25.6
W0X0N5	698936.0	Sinorhizobium meliloti	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.3	22.7	22.7
W0X1M3	698936.0	Sinorhizobium meliloti	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.1	28.3	28.3
I2C4I9	1126211.0	Bacillus amyloliquefaciens	Bacteria	7.0	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00550,PF00561,PF08659,PF14765	9.0	10.5	10.5
Q0W2Q0	351160.0	Methanocella arvoryzae	Archaea	7.0	45.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.9	33.2	33.2
A0A090SZG8	990268.0	Vibrio maritimus	Bacteria	7.6	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	13.8	26.8	26.8
A0A0H4NZY9	1479.0	Bacillus smithii	Bacteria	7.0	53.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.4	55.2	55.2
Q1QYM6	290398.0	Chromohalobacter salexigens	Bacteria	7.5	32.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.1	37.6	37.6
A0A0S1UDQ3	206662.0	Streptomyces sp.	Bacteria	7.2	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.0	33.3	33.3
A0A0S1UJG8	206662.0	Streptomyces sp.	Bacteria	7.2	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.5	31.7	31.7
B7RR92	391589.0	Roseobacter sp.	Bacteria	7.6	28.0	1.1.3.15	Yes	Yes	Yes	Yes	first	No	Yes	No	No	No	No	No	No	PF01070	40.2	100.0	100.0
I7K0M2	1423751.0	Lactobacillus gigeriorum	Bacteria	6.35	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	23.3	24.0	24.0
D2PT03	479435.0	Kribbella flavida	Bacteria	7.2	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	38.1	36.4	38.1
Q5KZR9	235909.0	Geobacillus kaustophilus	Bacteria	7.0	55.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.2	30.6	30.6
H6QAW2	698757.0	Pyrobaculum oguniense	Archaea	6.0	90.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	30.0	30.0
C5BLP5	377629.0	Teredinibacter turnerae	Bacteria	NA	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.3	42.1	42.1
M1E5R9	747365.0	Thermodesulfobium narugense	Bacteria	6.15	50.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	26.6	28.0	28.0
Q43775	4081.0	Solanum lycopersicum	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	71.1	29.2	71.1
A8ELY2	360118.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00109,PF00550,PF00698,PF02801,PF08659,PF16197	8.7	9.9	9.9
