uid	taxid	organism	superkingdom	ph	temperature	pfam	lineage_identifiers	lineage_ranks	lineage_names
A9QH71	1346	Streptococcus iniae	Bacteria	7.1	37.0	NA	1, 131567, 2, 1783272, 1239, 91061, 186826, 1300, 1301, 1346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus iniae
A9QH71	1346	Streptococcus iniae	Bacteria	7.1	37.0	NA	1, 131567, 2, 1783272, 1239, 91061, 186826, 1300, 1301, 1346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus iniae
A0A0T8L4B5	1313	Streptococcus pneumoniae	Bacteria	7.38	37.0	NA	1, 131567, 2, 1783272, 1239, 91061, 186826, 1300, 1301, 1313	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus pneumoniae
A0A0K2AU21	278992	Streptomyces ambofaciens	Bacteria	7.2	28.0	PF01266	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1889, 278992	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces ambofaciens, Streptomyces ambofaciens ATCC 23877
A0A0D6UPR3	1911	Streptomyces griseus	Bacteria	7.19	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 629295, 1482596, 1911	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species subgroup, no rank, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces griseus group, Streptomyces griseus subgroup, Streptomyces griseus
D6EL10	457428	Streptomyces lividans	Bacteria	NA	28.0	PF01266	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1916, 457428	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces lividans, Streptomyces lividans TK24
A0A0U5L8D3	1926	Streptomyces reticuli	Bacteria	NA	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1926	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces reticuli
A0A0U5ERG0	1926	Streptomyces reticuli	Bacteria	NA	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1926	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces reticuli
M9TZM2	1265601	Streptomyces sp.	Bacteria	7.2	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1265601	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces sp. PAMC 26508
A0A0S1UDQ3	206662	Streptomyces sp.	Bacteria	7.2	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 206662	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces sp. FR-008
A0A0S1UJG8	206662	Streptomyces sp.	Bacteria	7.2	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 206662	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces sp. FR-008
A0A0M7QFY7	54571	Streptomyces venezuelae	Bacteria	7.2	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 54571	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces venezuelae
A0A0M7QVU6	54571	Streptomyces venezuelae	Bacteria	7.2	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 54571	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces venezuelae
A0A0M7QQE1	54571	Streptomyces venezuelae	Bacteria	7.2	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 54571	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces venezuelae
F9VPD1	273063	Sulfurisphaera tokodaii	Archaea	NA	NA	NA	1, 131567, 2157, 1783275, 28889, 183924, 2281, 118883, 69655, 111955, 273063	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Archaea, TACK group, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Sulfurisphaera, Sulfurisphaera tokodaii, Sulfurisphaera tokodaii str. 7
Q96Y72	273063	Sulfurisphaera tokodaii	Archaea	NA	NA	NA	1, 131567, 2157, 1783275, 28889, 183924, 2281, 118883, 69655, 111955, 273063	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Archaea, TACK group, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Sulfurisphaera, Sulfurisphaera tokodaii, Sulfurisphaera tokodaii str. 7
Q96Y71	273063	Sulfurisphaera tokodaii	Archaea	NA	NA	NA	1, 131567, 2157, 1783275, 28889, 183924, 2281, 118883, 69655, 111955, 273063	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Archaea, TACK group, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Sulfurisphaera, Sulfurisphaera tokodaii, Sulfurisphaera tokodaii str. 7
B6BM25	929558	Sulfurimonas gotlandica	Bacteria	7.0	15.0	NA	1, 131567, 2, 1224, 68525, 29547, 213849, 72293, 202746, 1176482, 929558	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Sulfurimonas, Sulfurimonas gotlandica, Sulfurimonas gotlandica GD1
W6EJB2	66821	Sulfurospirillum multivorans	Bacteria	7.2	25.0	NA	1, 131567, 2, 1224, 68525, 29547, 213849, 72294, 57665, 66821	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Sulfurospirillum, Sulfurospirillum multivorans
A6QC61	387093	Sulfurovum sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 68525, 29547, 34035, 265570, 387093	root, no rank, superkingdom, phylum, subphylum, class, no rank, genus, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, unclassified Epsilonproteobacteria, Sulfurovum, Sulfurovum sp. NBC37-1
A0A0S4XQE0	497650	Sulfurovum sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 68525, 29547, 34035, 265570, 269236, 497650	root, no rank, superkingdom, phylum, subphylum, class, no rank, genus, no rank, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, unclassified Epsilonproteobacteria, Sulfurovum, environmental samples, Sulfurovum sp. enrichment culture clone C5
Q0I8G2	64471	Synechococcus sp.	Bacteria	NA	21.0	NA	1, 131567, 2, 1783272, 1798711, 1117, 1890424, 1890426, 1129, 64471	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. CC9311
A5GI75	32051	Synechococcus sp.	Bacteria	NA	21.0	NA	1, 131567, 2, 1783272, 1798711, 1117, 1890424, 1890426, 1129, 32051	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. WH 7803
Q7U9U2	84588	Synechococcus sp.	Bacteria	NA	21.0	NA	1, 131567, 2, 1783272, 1798711, 1117, 1890424, 1890426, 1129, 84588	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. WH 8102
Q7U599	84588	Synechococcus sp.	Bacteria	NA	21.0	NA	1, 131567, 2, 1783272, 1798711, 1117, 1890424, 1890426, 1129, 84588	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. WH 8102
A5GMT1	32051	Synechococcus sp.	Bacteria	NA	21.0	NA	1, 131567, 2, 1783272, 1798711, 1117, 1890424, 1890426, 1129, 32051	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. WH 7803
A5GQ90	316278	Synechococcus sp.	Bacteria	NA	21.0	NA	1, 131567, 2, 1783272, 1798711, 1117, 1890424, 1890426, 1129, 316278	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. RCC307
A5GUJ1	316278	Synechococcus sp.	Bacteria	NA	21.0	NA	1, 131567, 2, 1783272, 1798711, 1117, 1890424, 1890426, 1129, 316278	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. RCC307
Q0IDM6	64471	Synechococcus sp.	Bacteria	NA	21.0	NA	1, 131567, 2, 1783272, 1798711, 1117, 1890424, 1890426, 1129, 64471	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. CC9311
A0A068N5J4	1147	Synechocystis sp.	Bacteria	NA	23.0	PF01266	1, 131567, 2, 1783272, 1798711, 1117, 1890424, 1890428, 1142, 1147	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Merismopediaceae, Synechocystis, Synechocystis sp. PCC 6714
Q2LXM8	56780	Syntrophus aciditrophicus	Bacteria	6.93	37.0	NA	1, 131567, 2, 1224, 68525, 28221, 213462, 213468, 43773, 316277, 56780	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, Syntrophus, Syntrophus aciditrophicus, Syntrophus aciditrophicus SB
Q2LWG4	56780	Syntrophus aciditrophicus	Bacteria	6.93	37.0	NA	1, 131567, 2, 1224, 68525, 28221, 213462, 213468, 43773, 316277, 56780	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, Syntrophus, Syntrophus aciditrophicus, Syntrophus aciditrophicus SB
B8MMC0	441959	Talaromyces stipitatus	Eukaryota	5.6	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 28568, 5094, 28564, 441959	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, class, subclass, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Trichocomaceae, Talaromyces, Talaromyces stipitatus, Talaromyces stipitatus ATCC 10500
B8MKR3	441959	Talaromyces stipitatus	Eukaryota	5.6	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 28568, 5094, 28564, 441959	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, class, subclass, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Trichocomaceae, Talaromyces, Talaromyces stipitatus, Talaromyces stipitatus ATCC 10500
B8LUI6	441959	Talaromyces stipitatus	Eukaryota	5.6	25.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 28568, 5094, 28564, 441959	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, class, subclass, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Trichocomaceae, Talaromyces, Talaromyces stipitatus, Talaromyces stipitatus ATCC 10500
A0A098GJT9	451	Tatlockia micdadei	Bacteria	6.9	37.0	NA	1, 131567, 2, 1224, 1236, 118969, 444, 465, 451	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Tatlockia, Tatlockia micdadei
F4LXJ9	1209989	Tepidanaerobacter acetatoxydans	Bacteria	7.03	37.0	NA	1, 131567, 2, 1783272, 1239, 186801, 68295, 186814, 499228, 499229, 1209989	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Tepidanaerobacter, Tepidanaerobacter acetatoxydans, Tepidanaerobacter acetatoxydans Re1
C5BLP5	377629	Teredinibacter turnerae	Bacteria	NA	28.0	NA	1, 131567, 2, 1224, 1236, 1706369, 1706371, 2425, 2426, 377629	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Cellvibrionaceae, Teredinibacter, Teredinibacter turnerae, Teredinibacter turnerae T7901
B8BZV0	35128	Thalassiosira pseudonana	Eukaryota	NA	NA	NA	1, 131567, 2759, 33634, 2836, 33836, 33846, 33847, 29202, 35127, 35128	root, no rank, superkingdom, no rank, phylum, class, no rank, order, family, genus, species	root, cellular organisms, Eukaryota, Stramenopiles, Bacillariophyta, Coscinodiscophyceae, Thalassiosirophycidae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana
A0A0N7LTA8	266809	Thalassobacter stenotrophicus	Bacteria	7.6	25.0	PF01266	1, 131567, 2, 1224, 28211, 204455, 31989, 266808, 266809	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Thalassobacter, Thalassobacter stenotrophicus
A0A0N7HBH8	1353260	Candidatus nitrocosmicus	Archaea	NA	NA	NA	1, 131567, 2157, 1783275, 651137, 1643678, 1033996, 1033997, 1826864, 1353260	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Archaea, TACK group, Thaumarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, Candidatus Nitrosocosmicus, Candidatus Nitrocosmicus oleophilus
K4LGZ0	1089553	Thermacetogenium phaeum	Bacteria	7.05	55.0	NA	1, 131567, 2, 1783272, 1239, 186801, 68295, 186814, 140458, 85874, 1089553	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Thermacetogenium, Thermacetogenium phaeum, Thermacetogenium phaeum DSM 12270
M8DGJ7	1198630	Thermoanaerobacter thermohydrosulfuricus	Bacteria	7.3	62.0	NA	1, 131567, 2, 1783272, 1239, 186801, 68295, 186814, 1754, 1516, 1198630	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Thermoanaerobacter, Thermoanaerobacter thermohydrosulfuricus, Thermoanaerobacter thermohydrosulfuricus WC1
F6BIS2	858215	Thermoanaerobacterium xylanolyticum	Bacteria	7.3	60.0	NA	1, 131567, 2, 1783272, 1239, 186801, 68295, 543371, 28895, 29329, 858215	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Thermoanaerobacterium, Thermoanaerobacterium xylanolyticum, Thermoanaerobacterium xylanolyticum LX-11
Q47KK9	269800	Thermobifida fusca	Bacteria	7.26	50.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85012, 83676, 83677, 2021, 269800	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptosporangiales, Nocardiopsaceae, Thermobifida, Thermobifida fusca, Thermobifida fusca YX
M1E5R9	747365	Thermodesulfobium narugense	Bacteria	6.15	50.0	NA	1, 131567, 2, 1783272, 1239, 186801, 68295, 227387, 227388, 184064, 747365	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermodesulfobiaceae, Thermodesulfobium, Thermodesulfobium narugense, Thermodesulfobium narugense DSM 14796
